latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,geometry,index_right,OBJECTID,REGION,DIVISION,STATEFP,STATENS,GEOID,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Le_1,Shape_Area
39.0934,-122.1346,304.1,1.2,1.1,2023-01-31,2138,Aqua,MODIS,58,6.03,290.5,6.0,D,0,POINT (-122.1346 39.0934),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
38.9782,-122.0781,305.0,1.2,1.1,2023-01-31,2138,Aqua,MODIS,60,6.03,287.6,8.1,D,0,POINT (-122.0781 38.9782),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
38.9798,-122.0646,310.2,1.2,1.1,2023-01-31,2138,Aqua,MODIS,70,6.03,287.8,12.1,D,0,POINT (-122.0646 38.9798),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
38.7062,-122.1447,301.3,1.2,1.1,2023-01-31,2138,Aqua,MODIS,41,6.03,289.3,4.8,D,0,POINT (-122.1447 38.7062),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
38.505,-122.5321,315.9,1.1,1.1,2023-01-31,2138,Aqua,MODIS,76,6.03,288.7,16.6,D,0,POINT (-122.5321 38.505),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
39.0229,-121.4168,310.7,1.3,1.1,2023-01-31,2138,Aqua,MODIS,70,6.03,287.7,14.6,D,0,POINT (-121.4168 39.0229),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
38.9059,-122.0034,315.5,1.2,1.1,2023-01-31,2138,Aqua,MODIS,76,6.03,288.2,17.1,D,0,POINT (-122.0034 38.9059),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
39.2654,-121.8013,315.7,1.2,1.1,2023-01-31,2138,Aqua,MODIS,76,6.03,287.8,19.6,D,0,POINT (-121.8013 39.2654),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
38.81,-121.9503,304.0,1.2,1.1,2023-01-31,2138,Aqua,MODIS,58,6.03,289.0,7.3,D,0,POINT (-121.9503 38.81),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
39.2932,-121.8205,300.1,1.2,1.1,2023-01-31,2138,Aqua,MODIS,26,6.03,287.2,5.8,D,0,POINT (-121.8205 39.2932),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
39.6416,-121.3326,313.5,1.3,1.1,2023-01-31,2138,Aqua,MODIS,74,6.03,286.0,19.0,D,0,POINT (-121.3326 39.6416),0,56,4,9,06,01779778,06,CA,California,00,G4000,A,403467168329.0,20499799756.0,+37.1551773,-119.5434183,5258040.97667,5258040.97667,671892661618.0
