latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
33.7985,-94.8185,306.1,1.1,1,2023-01-01,1701,Terra,MODIS,44,6.03,285,8.1,D,0
32.4035,-99.2253,303.6,1.1,1,2023-01-01,1701,Terra,MODIS,40,6.03,288.8,5.3,D,0
32.405,-99.2365,313.3,1.1,1,2023-01-01,1701,Terra,MODIS,74,6.03,289.9,12.6,D,0
29.5743,-98.0297,305.8,1,1,2023-01-01,1702,Terra,MODIS,58,6.03,293.8,3.9,D,2
32.1731,-102.2674,300.2,1.5,1.2,2023-01-01,1702,Terra,MODIS,11,6.03,281.1,7.1,D,0
31.6523,-97.0887,300.7,1,1,2023-01-01,1702,Terra,MODIS,41,6.03,289,3,D,0
26.5557,-81.0552,310.1,2.5,1.5,2023-01-01,1819,Aqua,MODIS,54,6.03,294.9,17.2,D,0
26.564,-81.0828,327.4,2.5,1.5,2023-01-01,1819,Aqua,MODIS,82,6.03,294.4,76.7,D,0
26.569,-81.0586,328.5,2.5,1.5,2023-01-01,1819,Aqua,MODIS,83,6.03,294.2,81.2,D,0
26.5611,-81.0496,318.6,2.5,1.5,2023-01-01,1819,Aqua,MODIS,73,6.03,294.6,41.4,D,0
26.5563,-81.0738,341.6,2.5,1.5,2023-01-01,1819,Aqua,MODIS,91,6.03,294.1,154.3,D,0
26.5507,-81.0793,310.5,2.5,1.5,2023-01-01,1819,Aqua,MODIS,57,6.03,293.5,17.9,D,0
37.5604,-120.9665,302.4,1,1,2023-01-01,1839,Terra,MODIS,52,6.03,283.4,6.9,D,0
31.8845,-97.2911,312.2,1.1,1,2023-01-01,1959,Aqua,MODIS,67,6.03,296.7,8.1,D,0
31.5315,-99.3876,315.4,1,1,2023-01-01,1959,Aqua,MODIS,70,6.03,296.6,10.3,D,0
29.7107,-100.5382,308,1.1,1,2023-01-01,1959,Aqua,MODIS,63,6.03,288.2,7.1,D,0
29.971,-97.2984,332.8,1,1,2023-01-01,1959,Aqua,MODIS,87,6.03,297.5,31.7,D,0
29.9724,-97.2877,316.6,1,1,2023-01-01,1959,Aqua,MODIS,74,6.03,296.3,12.4,D,0
32.1507,-101.9342,331.6,1.1,1.1,2023-01-01,2000,Aqua,MODIS,87,6.03,293.6,34.3,D,2
32.2088,-101.9355,338.3,1.1,1.1,2023-01-01,2000,Aqua,MODIS,91,6.03,298,44.4,D,2
32.2069,-101.9473,311.3,1.1,1.1,2023-01-01,2000,Aqua,MODIS,65,6.03,294.1,8.4,D,2
32.8886,-97.6861,303.7,1.1,1,2023-01-01,2000,Aqua,MODIS,43,6.03,288.7,4,D,0
37.6113,-97.3766,301.5,1.2,1.1,2023-01-01,2001,Aqua,MODIS,47,6.03,285.2,7.7,D,0
33.867,-79.2299,301.4,1.2,1.1,2023-01-02,1603,Terra,MODIS,47,6.03,287.6,6.7,D,0
30.5949,-83.5416,307.2,1,1,2023-01-02,1604,Terra,MODIS,65,6.03,289.8,5.5,D,0
32.809,-81.2574,306.3,1.1,1,2023-01-02,1604,Terra,MODIS,63,6.03,290.7,7.6,D,0
32.8073,-81.2465,300.3,1.1,1,2023-01-02,1604,Terra,MODIS,35,6.03,290,4,D,0
32.5029,-81.433,303.8,1,1,2023-01-02,1604,Terra,MODIS,57,6.03,292,5.2,D,0
32.5729,-81.9392,306.2,1,1,2023-01-02,1604,Terra,MODIS,63,6.03,291.1,6.2,D,0
32.1014,-82.0646,305.7,1,1,2023-01-02,1604,Terra,MODIS,62,6.03,291.4,6,D,0
31.823,-82.3578,311.1,1,1,2023-01-02,1604,Terra,MODIS,71,6.03,292,9.1,D,0
28.8988,-81.3206,309.8,1.1,1.1,2023-01-02,1605,Terra,MODIS,41,6.03,296.9,6.8,D,0
26.6617,-80.9434,342.1,1.3,1.1,2023-01-02,1605,Terra,MODIS,92,6.03,298.2,60.9,D,0
26.726,-81.0205,341.2,1.3,1.1,2023-01-02,1605,Terra,MODIS,91,6.03,297.3,57.9,D,0
26.7281,-81.0329,361.6,1.3,1.1,2023-01-02,1605,Terra,MODIS,100,6.03,298.4,122,D,0
28.9007,-81.3321,310.3,1.1,1.1,2023-01-02,1605,Terra,MODIS,34,6.03,296.6,7.8,D,0
27.4339,-80.6381,308.9,1.3,1.1,2023-01-02,1605,Terra,MODIS,50,6.03,295.8,7.7,D,0
27.5083,-82.2827,309.7,1.1,1,2023-01-02,1605,Terra,MODIS,60,6.03,296.3,6.2,D,0
26.5115,-80.5541,352.5,1.4,1.2,2023-01-02,1605,Terra,MODIS,97,6.03,292.7,100,D,0
26.923,-80.6048,344.1,1.3,1.1,2023-01-02,1605,Terra,MODIS,0,6.03,298.8,70.5,D,0
26.9208,-80.5918,344.8,1.3,1.1,2023-01-02,1605,Terra,MODIS,88,6.03,299.5,72.8,D,0
26.5139,-80.5673,379.8,1.4,1.2,2023-01-02,1605,Terra,MODIS,94,6.03,295.9,232.6,D,0
26.6503,-80.9394,334.4,1.3,1.1,2023-01-02,1605,Terra,MODIS,87,6.03,297.1,43.3,D,0
26.6518,-80.9455,356.3,1.3,1.1,2023-01-02,1605,Terra,MODIS,98,6.03,297.4,104.3,D,0
26.505,-81.9211,311.6,1.2,1.1,2023-01-02,1606,Terra,MODIS,66,6.03,296.1,7.2,D,2
32.1829,-102.2676,308.4,1.6,1.3,2023-01-02,1743,Terra,MODIS,66,6.03,295.2,10.3,D,0
27.5078,-80.4934,331.7,1.3,1.1,2023-01-02,1902,Aqua,MODIS,85,6.03,300.2,38.4,D,0
27.15,-81.0905,308.9,1.2,1.1,2023-01-02,1902,Aqua,MODIS,13,6.03,296.6,4.9,D,0
26.7277,-81.3796,321.6,1.1,1.1,2023-01-02,1902,Aqua,MODIS,76,6.03,295.4,17.8,D,0
27.5754,-81.7449,311.7,1.1,1.1,2023-01-02,1902,Aqua,MODIS,60,6.03,297.9,6.8,D,0
32.5848,-82.5249,305,1.2,1.1,2023-01-02,1903,Aqua,MODIS,45,6.03,288.4,4.6,D,0
29.7202,-83.0316,310.1,1.1,1,2023-01-02,1903,Aqua,MODIS,63,6.03,296.2,6.5,D,0
30.1231,-82.554,307.7,1.1,1,2023-01-02,1903,Aqua,MODIS,56,6.03,296.3,5.3,D,0
30.5915,-83.5345,307.2,1,1,2023-01-02,1903,Aqua,MODIS,52,6.03,295.1,4.5,D,0
30.59,-83.5452,315,1,1,2023-01-02,1903,Aqua,MODIS,72,6.03,295.2,10.7,D,0
31.3185,-83.2502,313.2,1.1,1,2023-01-02,1903,Aqua,MODIS,70,6.03,296.1,9.3,D,0
31.4487,-83.4444,338.3,1.1,1,2023-01-02,1903,Aqua,MODIS,90,6.03,297.5,39.6,D,0
31.4472,-83.4554,326.2,1.1,1,2023-01-02,1903,Aqua,MODIS,82,6.03,297.1,21.8,D,0
31.6323,-82.4997,311.6,1.1,1.1,2023-01-02,1903,Aqua,MODIS,66,6.03,295.2,9.2,D,0
31.6309,-82.5117,308,1.1,1.1,2023-01-02,1903,Aqua,MODIS,58,6.03,295,6.4,D,0
31.6948,-83.3145,313.3,1.1,1,2023-01-02,1903,Aqua,MODIS,69,6.03,291.9,9.6,D,0
31.6522,-83.9238,320,1,1,2023-01-02,1903,Aqua,MODIS,77,6.03,296.2,14.6,D,0
31.9983,-82.2299,309.5,1.2,1.1,2023-01-02,1903,Aqua,MODIS,63,6.03,295.1,7.1,D,0
32.09,-82.6571,313.6,1.1,1.1,2023-01-02,1903,Aqua,MODIS,70,6.03,295.6,11.1,D,0
32.1047,-84.3861,311.5,1,1,2023-01-02,1903,Aqua,MODIS,69,6.03,286.4,8.3,D,0
32.1033,-84.3967,305.6,1,1,2023-01-02,1903,Aqua,MODIS,53,6.03,286,4.3,D,0
32.3761,-82.6517,306.7,1.2,1.1,2023-01-02,1903,Aqua,MODIS,48,6.03,291.2,5.7,D,0
33.5527,-79.7424,306.2,1.7,1.3,2023-01-02,1904,Aqua,MODIS,62,6.03,292.2,12.9,D,0
33.5519,-79.7305,317.6,1.7,1.3,2023-01-02,1904,Aqua,MODIS,77,6.03,292.1,30.7,D,0
33.0635,-84.7103,330,1,1,2023-01-02,1904,Aqua,MODIS,86,6.03,292.8,27.5,D,0
33.0727,-84.7067,304.8,1,1,2023-01-02,1904,Aqua,MODIS,58,6.03,291.8,4.2,D,0
34.7129,-82.0556,303.8,1.3,1.1,2023-01-02,1904,Aqua,MODIS,57,6.03,287.4,6.5,D,0
33.5545,-79.7239,312.9,1.7,1.3,2023-01-02,1904,Aqua,MODIS,72,6.03,291.5,23.4,D,0
32.8649,-82.476,305.3,1.2,1.1,2023-01-02,1904,Aqua,MODIS,57,6.03,293.4,5.5,D,0
32.6648,-115.0704,324.7,1.5,1.2,2023-01-02,2043,Aqua,MODIS,71,6.03,292.7,33.6,D,0
32.6612,-115.0629,327.1,1.5,1.2,2023-01-02,2043,Aqua,MODIS,85,6.03,293.1,41.9,D,0
32.6583,-115.0783,320.1,1.5,1.2,2023-01-02,2043,Aqua,MODIS,75,6.03,293.4,28.6,D,0
26.102,-98.292,304.2,1.2,1.1,2023-01-03,0441,Terra,MODIS,59,6.03,293.7,6.4,N,2
26.1036,-98.2985,304.7,1.2,1.1,2023-01-03,0441,Terra,MODIS,61,6.03,293.8,6.9,N,0
32.1751,-102.2728,303.4,1,1,2023-01-03,0443,Terra,MODIS,55,6.03,277.9,10,N,0
32.1765,-102.2623,300.8,1,1,2023-01-03,0443,Terra,MODIS,34,6.03,278.2,8.5,N,0
33.5507,-99.3857,300.5,1,1,2023-01-03,0845,Aqua,MODIS,29,6.03,277.7,8.5,N,0
37.0781,-94.9874,305.4,1.2,1.1,2023-01-03,1644,Terra,MODIS,61,6.03,282.2,10.9,D,0
36.8431,-94.6455,301.2,1.1,1.1,2023-01-03,1644,Terra,MODIS,45,6.03,283.8,7,D,0
33.8814,-95.1972,309.3,1.1,1,2023-01-03,1645,Terra,MODIS,68,6.03,288.2,11.3,D,0
32.9377,-99.7006,300.6,1.9,1.3,2023-01-03,1645,Terra,MODIS,33,6.03,285.7,9.1,D,0
34.4204,-95.6852,326.8,1.2,1.1,2023-01-03,1645,Terra,MODIS,85,6.03,287.3,32.7,D,0
34.0106,-95.7308,313.9,1.2,1.1,2023-01-03,1645,Terra,MODIS,70,6.03,288.6,15.9,D,0
34.3412,-96.5592,305.5,1.3,1.1,2023-01-03,1645,Terra,MODIS,61,6.03,287.2,10.2,D,0
34.4219,-95.6975,365.3,1.2,1.1,2023-01-03,1645,Terra,MODIS,100,6.03,290.8,128.3,D,0
36.2203,-98.253,305.4,1.7,1.3,2023-01-03,1645,Terra,MODIS,61,6.03,280.2,19.3,D,0
34.4124,-95.6993,302,1.2,1.1,2023-01-03,1645,Terra,MODIS,50,6.03,286.9,7.3,D,0
33.2406,-95.8689,301,1.2,1.1,2023-01-03,1645,Terra,MODIS,44,6.03,288.3,5.1,D,0
29.2594,-97.4878,305.9,1.2,1.1,2023-01-03,1646,Terra,MODIS,34,6.03,288.6,6.7,D,0
29.1928,-97.6005,327.7,1.3,1.1,2023-01-03,1646,Terra,MODIS,85,6.03,292.8,34.9,D,0
31.5724,-94.1176,311.4,1,1,2023-01-03,1646,Terra,MODIS,54,6.03,285,12,D,0
29.7566,-93.8757,305.6,1,1,2023-01-03,1646,Terra,MODIS,0,6.03,293.5,4.1,D,0
26.3848,-98.2188,309.8,1.3,1.1,2023-01-03,1647,Terra,MODIS,57,6.03,298.2,7,D,0
26.3863,-98.2312,309.7,1.3,1.1,2023-01-03,1647,Terra,MODIS,60,6.03,297.3,7.1,D,0
36.446,-121.4455,303.5,1.4,1.2,2023-01-03,1823,Terra,MODIS,56,6.03,282.9,12,D,0
32.6666,-115.6495,323.8,1.1,1,2023-01-03,1824,Terra,MODIS,59,6.03,292.5,20.4,D,0
32.6555,-115.6401,315.3,1.1,1.1,2023-01-03,1824,Terra,MODIS,24,6.03,291.7,10.9,D,0
26.5003,-97.7247,317.9,1.2,1.1,2023-01-03,1945,Aqua,MODIS,68,6.03,302.4,9.4,D,0
26.2494,-97.9902,317.2,1.3,1.1,2023-01-03,1945,Aqua,MODIS,64,6.03,297.1,13.7,D,0
28.9825,-95.4106,326.1,1,1,2023-01-03,1945,Aqua,MODIS,82,6.03,297.1,20,D,2
34.4158,-95.6907,307.8,1,1,2023-01-03,1947,Aqua,MODIS,66,6.03,288.3,9.1,D,0
35.6615,-91.5612,306.4,1.6,1.2,2023-01-03,1947,Aqua,MODIS,63,6.03,290.2,13.3,D,0
34.4143,-95.7016,324.4,1,1,2023-01-03,1947,Aqua,MODIS,83,6.03,290.9,23.6,D,0
37.3722,-94.0913,303.9,1.2,1.1,2023-01-03,1948,Aqua,MODIS,57,6.03,283.1,9.7,D,0
37.0705,-94.9954,310.7,1.1,1,2023-01-03,1948,Aqua,MODIS,70,6.03,284.1,13.4,D,0
32.191,-102.0056,313.4,4,1.9,2023-01-04,0524,Terra,MODIS,87,6.03,275.1,130,N,0
32.1963,-102.0111,309.6,4,1.9,2023-01-04,0524,Terra,MODIS,78,6.03,275,109.2,N,0
32.1867,-101.9792,304.7,2.8,1.6,2023-01-04,0928,Aqua,MODIS,61,6.03,273.6,52.4,N,0
32.1898,-102.0137,308.4,2.8,1.6,2023-01-04,0928,Aqua,MODIS,75,6.03,273.3,62.7,N,0
32.1835,-101.9849,310.4,2.8,1.6,2023-01-04,0928,Aqua,MODIS,80,6.03,273.3,69.5,N,0
32.1932,-102.0079,315.5,2.8,1.6,2023-01-04,0928,Aqua,MODIS,91,6.03,274.4,86.6,N,0
28.7028,-82.0261,310.2,1.1,1,2023-01-04,1549,Terra,MODIS,67,6.03,293,7,D,0
28.7503,-82.0461,327.1,1.1,1,2023-01-04,1549,Terra,MODIS,84,6.03,292.9,24.5,D,0
27.2243,-80.4629,310.6,1,1,2023-01-04,1549,Terra,MODIS,65,6.03,294.8,6,D,0
27.3843,-80.5438,311.4,1,1,2023-01-04,1549,Terra,MODIS,67,6.03,297.3,6.8,D,0
27.5413,-80.6052,312.9,1,1,2023-01-04,1549,Terra,MODIS,70,6.03,296.1,8.4,D,0
27.2257,-80.4728,316.9,1,1,2023-01-04,1549,Terra,MODIS,66,6.03,297.2,11.2,D,0
28.7014,-82.0152,322.8,1.1,1,2023-01-04,1549,Terra,MODIS,81,6.03,292.6,19.3,D,0
26.616,-80.7857,365.2,1,1,2023-01-04,1550,Terra,MODIS,100,6.03,301,96.1,D,0
26.6062,-80.5189,353.3,1,1,2023-01-04,1550,Terra,MODIS,97,6.03,293.2,64.8,D,0
26.615,-80.5173,325.7,1,1,2023-01-04,1550,Terra,MODIS,83,6.03,292.7,19.8,D,0
26.8957,-81.9295,304.7,1.1,1,2023-01-04,1550,Terra,MODIS,37,6.03,286.5,3.8,D,0
26.9034,-81.9177,304.6,1.1,1,2023-01-04,1550,Terra,MODIS,29,6.03,286.8,3.5,D,0
26.7972,-80.5635,325.3,1,1,2023-01-04,1550,Terra,MODIS,83,6.03,296.8,18.5,D,0
26.3124,-80.9778,310.9,1,1,2023-01-04,1550,Terra,MODIS,66,6.03,296.5,5.9,D,0
26.311,-80.968,312.8,1,1,2023-01-04,1550,Terra,MODIS,69,6.03,297.9,7.3,D,0
26.285,-81.2417,316.9,1,1,2023-01-04,1550,Terra,MODIS,75,6.03,297.4,10.5,D,0
26.2836,-81.2318,315.3,1,1,2023-01-04,1550,Terra,MODIS,73,6.03,297.6,9,D,0
26.3871,-81.2482,316.7,1,1,2023-01-04,1550,Terra,MODIS,74,6.03,296.8,10.4,D,0
26.6072,-80.7872,364.2,1,1,2023-01-04,1550,Terra,MODIS,100,6.03,299.9,93,D,0
33.8388,-94.6139,305.6,2.6,1.5,2023-01-04,1726,Terra,MODIS,62,6.03,282.5,36,D,0
33.9644,-97.4052,327.6,1.7,1.3,2023-01-04,1726,Terra,MODIS,85,6.03,285.6,54.6,D,0
33.9664,-97.4168,321.5,1.7,1.3,2023-01-04,1726,Terra,MODIS,81,6.03,285.9,43.4,D,0
32.4908,-97.2093,318.7,1.9,1.3,2023-01-04,1726,Terra,MODIS,79,6.03,287.3,43.7,D,0
33.9629,-97.3993,314.3,1.7,1.3,2023-01-04,1726,Terra,MODIS,75,6.03,284.9,29.4,D,0
35.614,-97.9807,307.1,1.4,1.2,2023-01-04,1726,Terra,MODIS,65,6.03,283.9,15.5,D,0
33.8321,-94.6106,319.5,2.6,1.5,2023-01-04,1726,Terra,MODIS,79,6.03,282.8,76.1,D,0
29.0545,-97.2827,304.2,2.2,1.4,2023-01-04,1727,Terra,MODIS,45,6.03,293.9,11.8,D,0
29.1934,-98.9664,309.8,1.7,1.3,2023-01-04,1727,Terra,MODIS,64,6.03,295.8,13.3,D,0
29.2436,-97.4921,304.9,2.1,1.4,2023-01-04,1727,Terra,MODIS,51,6.03,294.3,10.3,D,0
31.3395,-101.7896,326.4,1.1,1,2023-01-04,1727,Terra,MODIS,84,6.03,290.7,26.9,D,0
31.3414,-101.8009,337.1,1.1,1,2023-01-04,1727,Terra,MODIS,90,6.03,290.8,43.4,D,0
31.6419,-101.6458,301.7,1.1,1,2023-01-04,1727,Terra,MODIS,49,6.03,289.3,4,D,0
31.6437,-101.6572,304.1,1.1,1,2023-01-04,1727,Terra,MODIS,58,6.03,289.3,5.6,D,0
32.2474,-97.7626,307.6,1.7,1.3,2023-01-04,1727,Terra,MODIS,66,6.03,284.1,19.6,D,0
32.3702,-97.9705,307.1,1.7,1.3,2023-01-04,1727,Terra,MODIS,65,6.03,283.1,17.3,D,0
32.3813,-97.9676,312.2,1.7,1.3,2023-01-04,1727,Terra,MODIS,72,6.03,285.9,25.1,D,0
32.3799,-97.9612,309.8,1.7,1.3,2023-01-04,1727,Terra,MODIS,61,6.03,283.9,19.7,D,0
26.1446,-97.6961,318.5,2.4,1.5,2023-01-04,1728,Terra,MODIS,74,6.03,297.2,43.3,D,0
28.7684,-99.3063,309.2,1.6,1.3,2023-01-04,1728,Terra,MODIS,61,6.03,297.9,10.7,D,0
28.2438,-99.9935,307.1,1.5,1.2,2023-01-04,1728,Terra,MODIS,53,6.03,295.9,7.9,D,0
26.9074,-97.7215,313.3,2.3,1.5,2023-01-04,1728,Terra,MODIS,65,6.03,298,26.1,D,0
26.14,-97.6728,318.3,2.4,1.5,2023-01-04,1728,Terra,MODIS,74,6.03,296.8,42.9,D,2
27.0738,-82.0845,365.7,1,1,2023-01-04,1849,Aqua,MODIS,100,6.03,299.6,103.8,D,0
27.2423,-80.2514,309.7,1,1,2023-01-04,1849,Aqua,MODIS,42,6.03,281.9,7.2,D,2
26.8925,-81.9412,325.4,1,1,2023-01-04,1849,Aqua,MODIS,81,6.03,295.2,18.9,D,0
26.8941,-81.9309,345.7,1,1,2023-01-04,1849,Aqua,MODIS,94,6.03,297.6,51.8,D,0
26.8957,-81.9206,318.6,1,1,2023-01-04,1849,Aqua,MODIS,75,6.03,292.3,12.4,D,0
26.8835,-81.9394,334.5,1,1,2023-01-04,1849,Aqua,MODIS,88,6.03,296.9,31,D,0
26.8851,-81.9292,342.5,1,1,2023-01-04,1849,Aqua,MODIS,92,6.03,298.4,44.8,D,0
26.8867,-81.9189,325.3,1,1,2023-01-04,1849,Aqua,MODIS,81,6.03,295.7,18.9,D,0
26.9816,-80.4682,314.6,1,1,2023-01-04,1849,Aqua,MODIS,70,6.03,297.2,8.4,D,0
26.4604,-81.2598,317,1,1,2023-01-04,1849,Aqua,MODIS,40,6.03,295,10.6,D,0
26.2871,-81.2458,312.3,1,1,2023-01-04,1849,Aqua,MODIS,51,6.03,298,7.1,D,0
26.2886,-81.2359,324,1,1,2023-01-04,1849,Aqua,MODIS,81,6.03,299.1,17.7,D,0
26.3106,-80.9641,312.9,1,1,2023-01-04,1849,Aqua,MODIS,63,6.03,296.1,7.9,D,0
26.2603,-81.2408,310.2,1,1,2023-01-04,1849,Aqua,MODIS,40,6.03,295.7,5.9,D,0
26.2618,-81.2308,317.7,1,1,2023-01-04,1849,Aqua,MODIS,75,6.03,296.5,12.1,D,0
27.5222,-81.9267,309.4,1,1,2023-01-04,1849,Aqua,MODIS,58,6.03,295.7,4.8,D,0
27.6226,-80.6282,319,1,1,2023-01-04,1849,Aqua,MODIS,74,6.03,293.9,12.1,D,0
27.5421,-80.6068,309.6,1,1,2023-01-04,1849,Aqua,MODIS,52,6.03,289,6.1,D,0
27.4273,-80.6418,311.2,1,1,2023-01-04,1849,Aqua,MODIS,25,6.03,294.2,6.5,D,0
27.0754,-82.0741,371.3,1,1,2023-01-04,1849,Aqua,MODIS,100,6.03,299.1,123.1,D,0
30.6352,-92.1197,304.1,3.5,1.8,2023-01-04,1850,Aqua,MODIS,58,6.03,293.8,27.9,D,0
26.3807,-99.0104,317.7,1.9,1.4,2023-01-04,2027,Aqua,MODIS,62,6.03,301.6,20.3,D,0
26.2175,-97.9041,313.8,2.3,1.5,2023-01-04,2027,Aqua,MODIS,50,6.03,301.6,15.2,D,0
26.2213,-97.8996,313.8,2.3,1.5,2023-01-04,2027,Aqua,MODIS,58,6.03,302.4,16.4,D,0
27.3077,-98.5757,336,2.1,1.4,2023-01-04,2028,Aqua,MODIS,87,6.03,300.3,92.8,D,0
29.5118,-96.166,313.8,3.4,1.7,2023-01-04,2028,Aqua,MODIS,68,6.03,296,49.4,D,0
29.6825,-96.3238,309,3.3,1.7,2023-01-04,2028,Aqua,MODIS,58,6.03,295.7,33.3,D,0
27.3057,-98.5969,339.4,2.1,1.4,2023-01-04,2028,Aqua,MODIS,89,6.03,301.5,108,D,0
28.668,-96.0592,312.4,3.3,1.7,2023-01-04,2028,Aqua,MODIS,0,6.03,293.8,49.5,D,0
29.5149,-96.1582,309.8,3.4,1.7,2023-01-04,2028,Aqua,MODIS,58,6.03,295.9,35.6,D,0
29.5124,-96.1926,311.5,3.3,1.7,2023-01-04,2028,Aqua,MODIS,63,6.03,295.9,43.7,D,0
33.9939,-97.4375,310.9,3.1,1.7,2023-01-04,2029,Aqua,MODIS,71,6.03,286.5,53.9,D,0
34.0089,-97.41,307.3,3.1,1.7,2023-01-04,2029,Aqua,MODIS,32,6.03,285.5,37.8,D,0
32.4945,-97.2216,301.4,3.1,1.7,2023-01-04,2029,Aqua,MODIS,47,6.03,290.6,16.8,D,0
32.2447,-97.7757,301.7,2.8,1.6,2023-01-04,2029,Aqua,MODIS,49,6.03,291.2,16,D,0
33.9961,-97.4041,311.3,3.1,1.7,2023-01-04,2029,Aqua,MODIS,71,6.03,285.3,55.9,D,0
34.6953,-98.7557,309.9,2.6,1.5,2023-01-04,2030,Aqua,MODIS,69,6.03,286.2,36.9,D,0
32.601,-114.6191,310.5,2.3,1.5,2023-01-04,2030,Aqua,MODIS,67,6.03,290.8,20.7,D,0
34.6835,-98.7265,328.5,2.6,1.5,2023-01-04,2030,Aqua,MODIS,86,6.03,287.2,108.1,D,0
34.6815,-98.7541,309.6,2.6,1.5,2023-01-04,2030,Aqua,MODIS,69,6.03,286.5,35.7,D,0
34.6973,-98.7281,328.7,2.6,1.5,2023-01-04,2030,Aqua,MODIS,86,6.03,286.2,108.6,D,0
32.7404,-115.4679,303.7,2.5,1.5,2023-01-04,2030,Aqua,MODIS,38,6.03,283.9,17.2,D,0
32.453,-97.0461,300.3,1.1,1,2023-01-05,0427,Terra,MODIS,23,6.03,276.4,9.4,N,0
36.069,-88.6209,315.4,1,1,2023-01-05,1628,Terra,MODIS,76,6.03,282.6,16.4,D,0
35.9347,-89.7085,300.5,1,1,2023-01-05,1628,Terra,MODIS,38,6.03,282.1,6.5,D,2
33.5326,-86.7571,300.8,1.1,1,2023-01-05,1629,Terra,MODIS,42,6.03,286.9,5.2,D,2
36.3078,-95.6993,302.4,2.1,1.4,2023-01-05,1629,Terra,MODIS,52,6.03,280.7,22.3,D,0
32.9398,-86.714,301.6,1.1,1.1,2023-01-05,1629,Terra,MODIS,48,6.03,286.9,6.6,D,0
31.4023,-85.1219,302.7,1.4,1.2,2023-01-05,1629,Terra,MODIS,53,6.03,290.2,8.6,D,0
31.3997,-85.1073,301.1,1.4,1.2,2023-01-05,1629,Terra,MODIS,44,6.03,289.9,7.3,D,0
33.4378,-88.5697,306.3,1,1,2023-01-05,1629,Terra,MODIS,63,6.03,286.7,8.3,D,2
34.6569,-92.4461,301.2,1.3,1.1,2023-01-05,1629,Terra,MODIS,45,6.03,282.4,8.9,D,0
30.3228,-95.1416,316.4,1.6,1.2,2023-01-05,1630,Terra,MODIS,77,6.03,288.2,30.8,D,0
29.1979,-97.6026,301.7,2.3,1.5,2023-01-05,1630,Terra,MODIS,41,6.03,290.6,11.3,D,0
29.7155,-95.1211,305.7,1.6,1.2,2023-01-05,1630,Terra,MODIS,62,6.03,291.7,9.5,D,2
29.7173,-95.1371,306.8,1.6,1.2,2023-01-05,1630,Terra,MODIS,64,6.03,291.5,10.8,D,2
30.3211,-95.1253,310.8,1.6,1.2,2023-01-05,1630,Terra,MODIS,70,6.03,287.9,21.6,D,0
31.0339,-99.0781,313.5,3,1.7,2023-01-05,1630,Terra,MODIS,74,6.03,285.8,62.8,D,0
31.0487,-99.077,311,3,1.7,2023-01-05,1630,Terra,MODIS,71,6.03,286,52.4,D,0
31.881,-97.6434,306.4,2.5,1.5,2023-01-05,1630,Terra,MODIS,64,6.03,285.2,31.9,D,0
31.7683,-96.4886,300.8,2.1,1.4,2023-01-05,1630,Terra,MODIS,41,6.03,279,16.5,D,0
30.6419,-86.911,306.4,1.2,1.1,2023-01-05,1630,Terra,MODIS,63,6.03,290.2,9.1,D,0
30.7671,-87.4274,309.8,1.1,1.1,2023-01-05,1630,Terra,MODIS,69,6.03,289.9,11.7,D,0
31.9661,-95.7343,313.8,1.8,1.3,2023-01-05,1630,Terra,MODIS,74,6.03,282.9,34.9,D,0
31.9725,-95.7265,308.2,1.8,1.3,2023-01-05,1630,Terra,MODIS,67,6.03,283.2,22.6,D,0
31.9743,-95.7459,304,1.8,1.3,2023-01-05,1630,Terra,MODIS,56,6.03,282.9,16,D,0
30.7105,-85.5327,301.9,1.4,1.2,2023-01-05,1630,Terra,MODIS,50,6.03,291.1,6.9,D,0
30.6796,-85.3014,305.4,1.4,1.2,2023-01-05,1630,Terra,MODIS,61,6.03,290.5,10.1,D,0
30.6822,-85.3159,334.8,1.4,1.2,2023-01-05,1630,Terra,MODIS,89,6.03,292.4,59.4,D,0
30.5272,-83.8081,302.6,1.8,1.3,2023-01-05,1630,Terra,MODIS,53,6.03,291.4,9.1,D,0
31.0153,-83.9732,304.1,1.7,1.3,2023-01-05,1630,Terra,MODIS,58,6.03,291.5,11.7,D,0
27.322,-98.5196,307.5,2.5,1.5,2023-01-05,1631,Terra,MODIS,59,6.03,296.4,14.3,D,0
29.713,-95.1294,309,1.2,1.1,2023-01-05,1932,Aqua,MODIS,55,6.03,296.6,6.6,D,2
30.7034,-87.5818,307,1.5,1.2,2023-01-05,1932,Aqua,MODIS,61,6.03,293.1,10.9,D,0
30.705,-87.5664,362.4,1.5,1.2,2023-01-05,1932,Aqua,MODIS,100,6.03,295.7,163.9,D,0
30.1771,-91.7652,322.6,1,1,2023-01-05,1932,Aqua,MODIS,82,6.03,294.3,17.8,D,0
30.6926,-87.5802,308.5,1.5,1.2,2023-01-05,1932,Aqua,MODIS,67,6.03,293.3,12.9,D,0
30.6943,-87.5649,359,1.5,1.2,2023-01-05,1932,Aqua,MODIS,99,6.03,296.2,147.6,D,0
30.91,-85.3338,304.4,2.1,1.4,2023-01-05,1932,Aqua,MODIS,59,6.03,292.7,13.7,D,0
30.1682,-91.7635,333.8,1,1,2023-01-05,1932,Aqua,MODIS,89,6.03,296,29.9,D,0
